player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Warren Wand,45682,HB,ARK STATE,13,198,55,10,30.2,264,0,863,2,8,53,574,79.7,30,42,113,3,65,67.9,68.2,86.4,58.4,78.0,65.8,67.1,63.4,55,0,279,24,234,263,12,1,36,222,7,875,586,2.94,4.4,1.19,126
Samaje Perine,11869,HB,OKLAHOMA,10,196,31,16,36.4,387,0,1063,0,4,31,639,55.4,29,54,261,2,95,75.6,73.8,86.1,,76.2,73.9,71.4,57.6,66,0,106,10,94,238,0,0,11,206,12,1063,639,3.26,5.4,1.13,98
Quinton Flowers,46580,QB,USF,13,152,53,27,50.3,800,0,1229,0,0,44,373,70.6,50,77,327,3,110,77.8,87.8,82.3,77.2,63.8,60.0,81.8,60.0,63,1,-3,1,1,487,360,43,1,153,18,1589,474,2.43,8.1,-3.0,19
Marquis Young,45950,HB,UMASS,12,195,23,12,32.9,295,0,896,2,6,23,453,30.5,27,40,216,2,73,76.1,63.0,54.4,,54.2,61.1,63.4,60.2,83,1,147,26,186,213,0,0,33,221,4,896,453,2.32,4.6,0.79,72
Nick Fitzgerald,46497,QB,MISS STATE,13,175,42,26,55.8,804,0,1308,0,0,36,675,78.9,45,75,227,8,81,65.5,69.6,82.2,57.2,,53.5,78.0,60.0,74,2,9,1,3,463,132,18,1,176,16,1440,761,3.94,7.5,3.0,52
Jarred Craft,45668,HB,LA TECH,14,191,38,18,39.4,425,1,1078,1,10,38,697,75.2,33,60,208,2,68,76.8,69.8,43.3,,51.4,65.0,71.2,73.8,70,2,345,42,330,260,0,0,50,233,9,1078,697,3.65,5.6,1.05,102
Andy Davidson,45172,HB,ARMY,13,190,24,10,25.9,248,0,956,1,0,24,554,36.8,16,49,114,5,37,47.3,41.5,90.6,,59.5,29.9,38.9,68.6,45,0,0,0,14,419,0,0,4,190,12,956,554,2.92,5.0,0.0,7
Terrell Newby,45689,HB,NEBRASKA,13,190,23,9,28.9,254,0,878,2,7,23,480,36.4,20,35,238,1,27,82.3,70.3,57.2,,61.1,76.2,68.6,64.7,63,1,149,18,199,286,0,0,25,208,7,878,480,2.53,4.6,0.75,160
Kalif Phillips,12116,HB,CHARLOTTE,11,187,55,9,31.6,287,0,908,4,7,55,706,113.1,22,44,136,2,69,75.4,63.9,51.6,,84.0,55.5,62.4,78.6,72,1,242,20,146,252,0,0,28,207,4,908,706,3.78,4.9,1.66,114
Ahmad Bradshaw,46451,QB,ARMY,12,185,17,5,24.3,206,0,824,0,0,17,468,23.1,19,56,114,9,34,29.2,40.3,60.9,44.2,62.2,76.7,44.1,60.0,65,4,12,1,3,624,23,2,1,186,8,847,497,2.66,4.5,4.0,45
Joe Mixon,11803,HB,OKLAHOMA,12,187,48,22,56.2,723,0,1287,3,9,48,714,97.2,33,59,261,3,94,71.1,86.3,85.9,76.2,82.7,90.0,82.6,57.3,79,0,538,37,199,252,0,0,43,224,10,1287,714,3.82,6.9,2.7,84
Taquan Mizzell Sr.,45675,HB,VIRGINIA,12,186,42,8,23.1,216,0,937,1,8,42,631,71.0,31,52,335,3,65,68.1,74.1,55.2,59.4,73.0,80.4,71.5,59.2,44,1,410,53,276,215,0,0,66,239,5,937,631,3.39,5.0,1.49,106
Terence Williams,45819,HB,BAYLOR,12,186,34,15,36.1,380,0,1052,1,0,34,559,54.4,26,65,118,3,87,64.8,63.9,49.7,60.4,77.7,50.3,63.7,62.4,57,1,22,2,104,224,0,0,3,188,11,1052,559,3.01,5.7,0.21,96
Benny Snell Jr.,45954,HB,KENTUCKY,12,186,44,18,39.0,425,0,1090,0,0,44,751,94.5,30,64,202,2,70,65.8,82.6,87.6,54.8,77.8,53.9,79.6,60.3,48,0,39,2,55,207,0,0,3,188,13,1090,751,4.04,5.9,0.71,115
J.T. Barrett IV,46387,QB,OHIO STATE,13,153,31,8,20.3,196,0,751,0,0,20,382,32.6,30,64,260,5,54,68.6,74.7,67.8,74.3,,,65.2,60.4,41,6,0,0,0,459,213,32,0,153,9,964,501,2.71,5.2,,75
Jerod Evans,12356,QB,VA TECH,14,150,37,12,23.8,238,0,716,0,0,24,428,45.7,38,64,337,14,85,44.5,77.5,76.4,75.3,81.4,60.0,67.7,60.0,55,2,0,0,0,492,285,35,0,150,12,1001,620,3.35,5.4,,27
Nick Holley,47688,QB,KENT STATE,11,154,35,10,35.3,369,0,860,0,1,31,506,63.0,24,51,201,4,60,70.4,56.8,61.3,44.6,76.1,66.1,61.9,69.3,68,2,135,13,102,314,185,30,20,167,10,1045,583,3.17,5.7,1.32,65
Jon Hilliman,45826,HB,BOSTON COL,12,184,21,5,30.0,163,0,543,0,0,21,405,25.0,9,24,121,1,111,83.4,55.4,87.2,,80.0,53.5,55.4,57.1,73,0,2,1,39,213,0,0,1,185,6,543,405,2.2,3.0,0.05,65
Ian Eriksen,45798,HB,E MICHIGAN,11,184,26,7,23.8,184,0,772,1,4,26,478,38.0,13,46,160,1,108,83.7,60.7,86.8,,44.8,67.4,60.0,56.8,31,0,242,21,203,214,0,0,29,205,9,772,478,2.6,4.2,1.19,71
L.J. Scott,45940,HB,MICH STATE,12,184,33,14,38.6,379,0,982,0,5,33,685,72.9,26,51,223,2,133,74.5,69.2,52.5,,16.0,64.3,73.6,52.3,61,1,147,10,157,246,0,0,13,194,6,982,685,3.72,5.3,0.94,45
Derrius Guice,45664,HB,LSU,12,183,48,24,59.9,831,0,1387,2,4,48,755,111.7,37,61,211,2,93,75.0,87.4,87.8,,51.2,59.3,86.8,57.9,96,1,106,9,75,202,0,0,13,192,15,1387,755,4.13,7.6,1.41,78
Kerryon Johnson,34455,HB,AUBURN,12,182,39,10,25.1,225,0,895,0,6,39,543,67.5,30,58,115,2,80,75.3,76.0,86.4,73.0,77.0,74.5,73.3,55.4,47,0,125,17,144,234,0,0,23,199,11,895,543,2.98,4.9,0.87,96
Mike Weber,28011,HB,OHIO STATE,13,181,47,14,36.3,399,0,1098,4,2,47,574,75.8,31,64,260,4,69,56.5,70.3,61.4,,88.1,45.5,75.8,66.0,52,1,91,24,226,330,0,0,31,205,9,1098,574,3.17,6.1,0.4,112
De'Veon Smith,45671,HB,MICHIGAN,13,181,42,11,34.9,295,1,846,0,7,42,549,75.4,23,50,222,1,129,83.2,75.4,89.5,,43.7,59.7,78.7,57.5,42,2,66,16,161,238,0,0,20,197,10,846,549,3.03,4.7,0.41,48
Joel Bouagnon,12167,HB,N ILLINOIS,12,180,24,15,34.0,297,1,874,4,3,24,474,35.7,26,49,254,0,42,90.8,69.5,59.3,,70.6,57.4,70.3,60.4,31,1,168,19,135,322,0,0,23,199,8,874,474,2.63,4.9,1.24,131
Alex Gardner,28346,HB,FIU,12,180,30,12,34.0,313,0,921,1,11,30,493,53.5,23,45,166,4,49,58.3,67.4,87.4,,59.1,68.4,67.3,55.2,55,0,191,30,205,236,0,0,34,210,6,921,493,2.74,5.1,0.93,127
Jamauri Bogan,30634,HB,W MICHIGAN,11,179,23,10,31.6,292,0,923,0,0,23,545,38.1,23,62,347,2,35,73.3,72.0,83.4,,60.2,65.0,70.5,59.4,61,0,58,5,60,201,0,0,5,184,8,923,545,3.04,5.2,0.97,142
Jordan Scarlett,39258,HB,FLORIDA,13,179,50,8,26.0,231,0,889,1,1,50,671,104.5,21,53,163,2,79,73.5,79.9,86.8,,77.6,48.6,79.4,56.6,46,0,23,4,80,209,0,0,6,183,6,889,671,3.75,5.0,0.29,98
Ronald Jones,34001,HB,USC,13,177,33,14,45.9,496,0,1081,1,0,33,690,68.4,28,47,326,1,81,83.1,75.8,86.7,,71.8,52.5,77.7,61.1,66,0,76,11,172,206,0,0,16,188,12,1081,690,3.9,6.1,0.44,93
Greg Ward,12258,QB,HOUSTON,12,122,36,6,17.9,131,0,360,0,0,23,215,33.2,29,59,182,7,26,63.7,78.5,83.0,77.2,,46.8,66.6,60.0,33,2,-10,0,5,361,373,52,0,122,10,733,395,2.27,4.2,-2.0,73
Marlon Mack,11898,HB,USF,12,174,42,15,52.1,618,0,1186,0,7,42,670,93.4,29,53,327,4,82,56.7,80.5,55.2,,62.4,80.3,76.7,64.6,85,1,227,28,169,300,0,0,39,202,15,1186,670,3.85,6.8,1.34,83
Jalen Hurts,40291,QB,ALABAMA,15,121,46,16,40.5,434,0,686,0,0,24,279,45.7,34,57,103,11,25,41.0,71.4,83.4,69.2,,51.6,65.4,60.0,60,3,0,0,2,480,386,53,0,121,13,1072,527,3.03,6.2,0.0,79
Stanley Williams,45964,HB,KENTUCKY,13,173,28,20,51.7,607,1,1174,2,3,28,530,52.5,34,44,202,3,68,63.7,79.3,12.4,,56.2,50.5,81.1,59.0,63,2,56,8,103,201,0,0,11,181,7,1174,530,3.06,6.8,0.54,103
Jeff Wilson Jr.,29413,HB,N TEXAS,11,170,27,11,42.8,397,0,928,2,5,27,432,40.9,21,48,251,3,27,64.3,66.7,54.9,,77.9,74.0,63.6,54.6,75,1,247,29,199,215,0,0,37,199,14,928,432,2.54,5.5,1.24,138
Matt Breida,12271,HB,GA SOUTHRN,12,168,22,7,27.5,178,1,648,1,1,22,369,28.2,12,30,174,1,38,82.1,56.9,48.5,,34.4,58.4,58.2,61.1,68,1,53,11,74,305,0,0,13,179,3,648,369,2.2,3.9,0.72,118
Jesse Ertz,46473,QB,KANSAS ST,13,137,29,14,34.8,387,0,751,0,0,17,275,24.9,43,69,199,5,50,74.2,72.8,52.9,58.9,,,81.2,61.2,54,4,0,0,0,425,362,31,0,137,12,1113,423,2.52,6.6,,47
Akrum Wadley,28564,HB,IOWA,13,168,45,13,39.4,424,0,1075,4,16,45,679,120.9,33,44,192,3,55,64.9,73.9,5.7,,66.7,81.8,72.2,53.1,75,2,315,36,127,184,0,0,43,204,10,1075,679,4.04,6.4,2.48,103
Royce Freeman,45747,HB,OREGON,11,167,47,15,50.7,481,0,948,0,5,47,681,111.6,27,44,264,3,55,63.9,75.7,85.6,,77.1,72.5,74.8,52.2,85,0,144,23,187,206,0,0,23,190,9,948,681,4.08,5.7,0.77,105
Buddy Howell,12888,HB,FAU,12,166,15,11,39.0,320,1,820,3,1,15,483,27.2,19,44,165,3,28,62.0,53.9,85.7,,77.0,36.4,55.8,54.9,68,1,42,5,142,197,0,0,13,171,13,820,483,2.91,4.9,0.3,132
Diocemy Saint Juste,45726,HB,HAWAII,12,165,31,15,43.8,440,0,1005,0,3,31,517,61.6,28,38,180,3,48,62.5,76.6,85.9,,76.4,67.9,73.8,67.8,59,0,56,8,86,194,0,0,9,173,3,1005,517,3.13,6.1,0.65,117
Akeem Judd,12294,HB,OLE MISS,12,164,32,10,27.2,226,0,830,3,1,32,559,62.8,25,42,226,0,80,90.4,64.0,86.4,,53.0,44.9,67.8,67.0,53,1,106,15,228,214,0,0,20,179,6,830,559,3.41,5.1,0.46,83
Alonzo Smith,45702,HB,MIAMI OH,13,163,17,4,21.7,154,0,709,2,1,17,542,35.0,15,43,221,0,50,90.4,64.4,48.5,,75.4,62.5,62.9,53.3,70,1,89,8,77,200,0,0,12,171,3,709,542,3.33,4.3,1.16,112
Dontae Strickland,45943,HB,SYRACUSE,12,162,28,4,18.1,102,0,564,1,2,26,383,36.2,12,28,304,0,70,90.4,56.8,64.6,87.4,46.0,53.2,59.8,48.0,49,1,132,21,279,235,1,1,28,183,4,565,394,2.42,3.5,0.47,77
Justin Crawford,29310,HB,W VIRGINIA,13,163,32,18,47.7,564,0,1183,3,4,32,588,73.4,35,42,343,2,28,71.5,68.1,86.6,,64.9,43.7,72.2,54.8,63,1,68,14,145,221,0,0,20,177,4,1183,588,3.61,7.3,0.47,133
Ish Witter,45834,HB,MISSOURI,12,162,10,9,22.9,172,0,750,1,1,10,342,13.7,21,52,229,1,76,81.3,70.4,84.9,,92.2,51.0,67.2,78.4,25,0,50,7,112,197,0,0,10,169,6,750,342,2.11,4.6,0.45,86
James Summers,12022,HB,E CAROLINA,12,161,25,9,30.9,270,0,874,4,4,25,538,54.1,26,49,156,1,45,81.9,71.8,88.3,90.4,62.9,51.2,72.4,60.4,81,0,110,18,143,220,0,0,25,179,7,874,538,3.34,5.4,0.77,104
Dalyn Dawkins,39541,HB,COLO STATE,12,161,21,13,38.0,349,0,919,3,3,21,399,32.9,27,44,144,1,57,82.2,66.2,86.7,,49.7,54.8,67.2,73.0,61,0,162,20,158,210,0,0,26,181,4,919,399,2.48,5.7,1.03,98
Tion Green,12185,HB,CINCINNATI,12,159,29,8,22.1,164,0,741,3,2,29,495,51.3,20,31,138,2,36,72.6,64.3,85.8,,87.0,54.8,64.0,64.6,27,0,167,29,187,198,0,0,36,188,2,741,495,3.11,4.7,0.89,119
Dorian Brown,45944,HB,OHIO,11,159,23,12,46.5,383,0,824,1,0,23,549,48.1,18,37,259,3,65,61.4,60.3,87.7,,84.6,44.8,61.3,56.5,58,0,21,6,133,235,0,0,8,165,4,824,549,3.45,5.2,0.16,92
Marcus Cox,45800,HB,APP STATE,9,158,26,17,44.5,450,0,1000,3,1,26,579,57.5,33,50,108,2,11,71.4,65.7,87.7,,74.5,53.8,65.1,64.4,47,0,112,14,87,209,0,0,19,172,9,1012,579,3.66,6.4,1.29,135
Josh Adams,45662,HB,NOTRE DAME,12,158,32,11,37.8,353,0,933,6,1,32,538,62.8,24,52,258,1,50,81.4,67.3,86.2,,68.1,44.7,74.5,52.9,74,0,193,21,217,211,0,0,27,179,5,933,538,3.41,5.9,0.89,104
Larry Rose III,39604,HB,NEW MEX ST,9,158,43,15,41.5,368,0,887,1,5,43,460,76.4,31,47,242,1,12,81.7,84.7,85.6,,86.7,62.4,86.8,56.7,52,1,180,25,174,198,0,0,31,183,4,887,460,2.91,5.6,1.03,137
Isaiah Saunders,45713,HB,IDAHO,13,158,21,5,15.7,114,0,727,1,4,21,492,45.0,23,39,185,0,65,90.3,66.0,44.5,,84.1,69.7,63.1,64.5,29,1,148,15,119,186,0,0,17,173,9,727,492,3.11,4.6,1.24,89
