player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Benny LeMay,57184,HB,CHARLOTTE,12,232,49,15,36.1,442,0,1223,0,2,49,764,66.4,35,64,136,2,109,79.8,73.7,56.8,,72.0,73.0,72.3,54.4,58,2,283,21,170,287,0,0,25,253,11,1223,764,3.29,5.3,1.66,121
J.K. Dobbins,57366,HB,OHIO STATE,14,231,38,7,15.4,162,0,1053,2,4,38,620,43.9,24,71,260,1,76,87.3,77.4,87.7,,63.3,59.0,78.7,76.5,42,0,263,26,227,282,0,0,30,257,10,1053,620,2.68,4.6,1.16,149
Shamari Brooks,61855,HB,TULSA,11,229,37,14,32.9,318,0,967,1,0,37,566,38.9,24,48,320,2,87,79.2,70.2,50.9,,52.5,49.7,72.1,56.6,37,1,31,6,137,271,0,0,9,235,7,967,566,2.47,4.2,0.23,138
Frankie Hickson,45679,HB,LIBERTY,12,228,20,11,23.3,240,0,1025,1,1,20,623,24.1,26,59,206,1,84,87.1,75.7,86.3,,69.2,49.8,76.5,66.4,47,0,57,10,155,250,3,1,12,238,11,1028,626,2.73,4.5,0.37,139
Stevie Scott III,83680,HB,INDIANA,12,228,22,12,28.3,322,0,1137,1,3,22,686,30.8,21,63,190,4,10,63.2,65.9,85.8,,21.3,51.2,68.4,60.8,45,1,86,16,175,257,0,0,18,244,10,1137,686,3.01,5.0,0.49,217
Reggie Gallaspy II,13818,HB,NC STATE,13,228,32,17,38.3,418,0,1090,1,1,32,725,44.5,32,62,248,1,4,87.0,73.2,90.0,,77.8,39.8,75.1,56.4,86,0,38,8,169,267,0,0,10,236,18,1090,725,3.18,4.8,0.22,223
AJ Dillon,57165,HB,BOSTON COL,10,226,53,15,40.1,443,0,1104,2,0,53,717,71.9,24,49,121,1,134,84.9,71.8,88.1,,49.0,51.7,72.2,55.2,74,0,41,8,88,266,0,0,11,234,10,1104,717,3.17,4.9,0.47,92
Kevin Mensah,55106,HB,UCONN,12,226,30,12,33.4,349,0,1045,2,0,30,550,30.9,29,51,146,2,82,78.7,65.0,85.9,,43.8,52.3,66.6,58.7,68,0,39,10,138,328,0,0,17,236,6,1045,550,2.43,4.6,0.28,144
Larry Rountree III,57308,HB,MISSOURI,13,225,41,15,38.2,465,0,1216,1,1,41,762,59.5,23,57,229,1,89,87.0,81.8,86.5,,74.6,55.1,82.2,57.4,59,1,62,14,156,253,0,0,15,239,11,1216,762,3.39,5.4,0.4,133
Joshua Kelley,13750,HB,UCLA,11,225,34,18,40.0,496,0,1240,1,4,34,642,43.0,28,60,324,2,113,79.0,83.5,55.5,,51.4,68.8,85.4,58.1,61,1,193,27,227,255,0,0,34,252,12,1240,642,2.85,5.5,0.85,110
Karan Higdon,38565,HB,MICHIGAN,11,223,30,17,43.9,514,0,1172,0,2,30,719,44.9,27,61,222,1,117,86.4,76.3,48.7,,76.3,59.2,76.3,58.0,67,2,43,7,141,257,0,0,10,230,10,1172,719,3.22,5.3,0.3,106
Patrick Laird,28219,HB,CAL,13,223,22,7,23.2,222,0,956,1,6,22,530,24.3,20,49,130,2,51,79.9,68.8,65.5,55.5,57.2,67.6,69.8,51.5,61,1,288,51,356,307,0,0,59,274,5,956,530,2.38,4.3,0.81,171
Miles Sanders,40555,HB,PENN STATE,13,220,47,15,35.1,448,1,1276,2,2,47,845,77.5,38,66,266,5,55,62.2,78.6,61.2,77.2,58.2,58.3,83.1,54.0,78,1,129,23,265,320,0,0,32,243,9,1276,845,3.84,5.8,0.49,157
Darnell Woolfolk,45756,HB,ARMY,13,220,26,6,17.4,166,0,953,0,0,26,511,27.3,12,71,114,2,42,77.7,75.2,90.2,,71.9,60.3,69.8,76.5,52,0,9,1,8,381,0,0,1,221,14,953,511,2.32,4.3,1.13,8
B.J. Smith,40545,HB,TROY,13,219,29,17,41.0,485,0,1183,1,5,29,699,47.6,34,60,318,3,46,70.0,67.3,60.7,,70.6,52.7,69.7,54.3,78,1,105,9,227,318,0,0,16,228,13,1183,699,3.19,5.4,0.46,172
Lexington Thomas,45774,HB,UNLV,12,217,29,10,40.7,435,0,1068,0,7,29,496,35.0,21,49,325,3,38,69.7,64.5,55.3,,26.0,68.9,66.7,53.4,75,1,163,18,190,276,0,0,25,235,12,1068,496,2.29,4.9,0.86,175
Darrell Henderson,41193,HB,MEMPHIS,13,214,57,41,70.8,1352,0,1909,0,3,57,1318,158.6,55,79,218,2,110,78.7,88.1,55.1,70.1,55.1,78.3,85.4,71.1,82,1,295,19,176,253,0,0,23,233,22,1909,1318,6.16,8.9,1.68,99
Jordan Ellis,30806,HB,VIRGINIA,13,214,33,6,16.6,170,0,1022,0,1,33,657,47.2,19,63,335,3,62,68.6,77.3,63.5,,61.0,55.8,79.3,62.7,75,2,69,7,161,343,0,0,7,221,10,1022,657,3.07,4.8,0.43,149
AJ Ouellette,45974,HB,OHIO,13,213,50,17,38.6,504,0,1305,1,6,50,757,85.1,36,63,259,4,36,61.3,89.1,89.5,50.1,55.6,88.0,86.5,66.8,58,0,212,21,121,273,0,0,22,234,12,1305,757,3.55,6.1,1.75,177
Kelvin Hopkins Jr.,41309,QB,ARMY,12,209,40,12,29.0,302,0,1022,0,0,40,593,54.3,28,72,114,3,27,71.1,85.7,80.2,84.2,,56.7,74.1,60.1,76,2,0,0,1,686,19,3,0,209,17,1041,600,2.83,4.9,0.0,113
Ryquell Armstead,45810,HB,TEMPLE,10,210,31,16,39.9,439,0,1101,1,1,31,701,49.0,28,60,306,1,36,85.6,78.9,48.3,,75.0,55.5,78.8,71.6,75,1,52,8,135,248,0,0,11,218,13,1101,701,3.34,5.2,0.39,165
Trey Ragas,42174,HB,LA LAFAYET,14,207,56,15,32.7,386,0,1181,2,12,56,852,120.6,37,65,207,0,45,91.2,87.1,86.5,,63.5,71.6,86.2,58.4,47,0,230,25,142,239,0,0,32,232,8,1181,852,4.12,5.7,1.62,162
Patrick Taylor,40448,HB,MEMPHIS,14,207,36,14,36.4,405,0,1114,1,4,36,627,54.1,29,61,218,3,108,77.4,76.6,53.3,,70.6,71.5,75.3,64.1,70,1,197,17,174,244,0,0,24,224,16,1114,627,3.03,5.4,1.13,93
Tre Harbison III,45521,HB,N ILLINOIS,14,206,13,12,28.8,298,0,1035,0,1,13,557,17.8,20,56,254,1,26,85.1,72.3,87.5,,64.3,56.5,72.3,58.5,48,0,33,7,77,297,0,0,7,213,5,1035,557,2.7,5.0,0.43,180
TaQuon Marshall,39457,QB,GA TECH,12,200,23,22,52.1,544,0,1021,0,0,21,518,27.1,30,63,176,13,67,27.3,55.0,87.4,46.6,,87.9,60.2,60.0,45,0,22,1,1,458,23,5,1,201,11,1044,535,2.61,5.1,22.0,33
Travis Etienne Jr.,57185,HB,CLEMSON,15,204,52,32,59.3,981,0,1655,4,4,52,884,112.3,44,77,140,1,77,85.1,90.1,51.5,,72.4,45.6,92.4,59.0,75,1,78,12,170,233,0,0,17,216,24,1655,884,4.33,8.1,0.46,120
Mohamed Ibrahim,55226,HB,MINNESOTA,10,202,34,13,35.9,416,0,1160,0,2,34,662,57.3,26,61,225,0,10,91.1,81.3,51.3,,70.7,53.9,81.9,65.7,74,1,26,4,140,259,0,0,4,206,9,1160,662,3.28,5.7,0.19,192
Darius Bradwell,46445,HB,TULANE,13,202,25,19,42.9,481,0,1120,0,0,25,693,41.8,34,55,319,1,57,84.6,80.2,47.6,,77.8,55.4,79.1,54.8,73,1,15,3,79,261,0,0,4,205,11,1120,693,3.43,5.5,0.19,144
CJ Verdell,57378,HB,OREGON,13,202,30,12,33.0,336,0,1017,3,8,30,671,55.1,22,57,264,2,33,75.4,70.5,89.7,,33.2,69.7,72.1,45.2,74,1,312,27,185,228,0,0,31,229,10,1017,671,3.32,5.0,1.69,166
LeVante Bellamy,45854,HB,W MICHIGAN,13,202,31,20,40.7,495,0,1217,3,2,31,719,50.4,33,56,347,5,35,55.6,68.8,48.4,,47.6,64.0,69.6,60.0,64,2,194,31,170,218,0,0,37,233,6,1217,719,3.56,6.0,1.14,164
Nico Evans,30864,HB,WYOMING,10,201,53,19,48.1,628,0,1306,0,1,53,741,95.7,31,50,351,2,57,76.4,82.5,49.9,,70.4,61.7,82.2,56.8,75,1,66,7,105,284,0,0,10,208,8,1306,741,3.69,6.5,0.63,144
Travon McMillian,45711,HB,COLORADO,12,201,42,13,42.8,429,0,1002,1,2,42,763,77.7,26,45,143,2,100,76.8,71.3,87.5,46.8,65.9,57.8,75.0,41.4,75,0,118,14,244,250,0,0,17,215,7,1002,763,3.8,5.0,0.48,101
Wesley Fields,34554,HB,GA SOUTHRN,12,200,31,17,45.4,483,0,1063,1,0,31,567,41.9,25,47,174,0,34,91.0,78.8,86.6,,62.0,68.3,75.6,67.6,64,0,237,10,84,405,0,0,11,210,9,1063,567,2.84,5.3,2.82,166
Nick Fitzgerald,46497,QB,MISS STATE,12,176,37,19,42.0,536,0,1110,1,0,30,574,55.6,36,66,227,4,107,83.9,69.4,71.1,54.2,,,79.6,60.0,76,3,0,0,0,393,167,24,0,176,13,1277,663,3.32,6.4,,37
Juwan Washington,39354,HB,S DIEGO ST,9,199,44,15,43.5,435,0,999,1,1,44,563,60.9,29,52,284,1,109,78.6,76.6,88.6,,63.2,56.4,76.6,49.2,50,0,73,10,98,220,0,0,15,209,10,999,563,2.83,5.0,0.74,78
Isaiah Bowser,66123,HB,NWESTERN,10,198,25,8,23.8,205,0,863,0,1,25,533,34.1,20,45,256,2,70,76.1,71.4,85.0,,31.1,64.7,71.3,56.7,55,0,77,7,97,227,0,0,9,205,6,863,533,2.69,4.4,0.79,126
Qadree Ollison,45934,HB,PITTSBURGH,14,194,34,20,51.6,626,0,1213,2,2,34,760,68.8,35,61,268,0,94,91.0,82.4,54.9,60.4,39.6,51.1,84.9,68.0,97,2,66,11,133,278,0,0,17,205,11,1213,760,3.92,6.3,0.5,100
Cade Carney,45124,HB,WAKE,13,187,48,12,31.6,319,0,1010,0,3,48,701,100.1,31,66,339,0,58,90.8,77.0,51.0,,69.2,53.9,77.3,58.1,48,1,34,4,81,259,0,0,5,191,8,1010,701,3.75,5.4,0.42,127
Jordan Cronkrite,39192,HB,USF,12,186,23,12,49.5,558,0,1127,0,0,23,653,41.8,24,44,327,2,35,74.3,69.4,85.6,,78.9,60.2,66.7,67.4,80,0,30,7,108,229,0,0,8,193,9,1127,653,3.51,6.1,0.28,148
Tyrone Owens,45969,HB,NEW MEXICO,12,186,30,6,17.3,119,0,687,0,2,30,464,41.4,16,38,241,4,24,55.8,66.8,51.6,,41.6,50.3,70.2,60.3,29,2,53,7,135,272,0,0,8,193,6,687,464,2.49,3.7,0.39,159
David Pindell,55126,QB,UCONN,12,149,56,14,33.4,416,0,943,0,0,33,443,65.4,50,72,146,6,50,66.6,74.4,80.5,61.2,,54.0,80.4,60.1,75,2,16,1,1,404,304,37,1,150,10,1247,586,3.15,6.7,16.0,58
Cole Fagan,57047,HB,AIR FORCE,12,186,11,8,24.8,247,1,995,0,0,11,459,14.4,17,55,101,2,44,74.0,67.5,90.8,,64.8,59.6,65.9,64.1,56,1,53,3,53,505,0,0,3,189,7,995,459,2.47,5.3,1.0,16
Tre Watson,45730,HB,TEXAS,14,185,28,4,13.5,106,0,786,2,4,28,465,38.9,15,41,311,3,48,66.8,67.7,85.9,72.6,59.6,51.7,70.4,57.6,39,0,140,22,212,251,0,0,26,207,3,786,465,2.51,4.2,0.66,134
Bryce Perkins,35299,QB,VIRGINIA,13,136,47,14,29.0,328,0,806,1,0,35,431,81.0,36,64,335,8,49,70.8,82.5,64.9,73.1,,59.6,80.9,60.0,47,4,9,1,2,392,324,48,2,137,9,1130,621,3.38,6.1,4.5,41
Tra Minter,57401,HB,S ALABAMA,12,183,34,11,33.0,264,0,799,1,5,34,550,56.9,21,43,288,3,68,71.5,71.1,53.1,,85.4,63.0,70.8,60.9,43,1,201,23,167,289,0,0,30,206,6,799,550,3.01,4.4,1.2,112
Jaret Patterson,77745,HB,BUFFALO,14,182,48,15,38.3,388,0,1012,1,3,48,703,104.2,31,52,126,2,60,74.2,71.8,85.8,,54.0,48.3,74.1,56.9,64,0,62,7,130,207,0,0,8,189,14,1012,703,3.86,5.6,0.48,121
Kevin Marks Jr.,55019,HB,BUFFALO,14,181,27,7,26.2,221,0,844,1,2,27,564,46.8,18,46,126,1,41,83.2,68.3,46.1,,85.7,50.7,69.1,73.5,70,1,58,12,159,201,0,0,13,193,13,844,564,3.12,4.7,0.36,138
Toa Taua,83722,HB,NEVADA,13,180,47,14,45.0,392,0,872,1,8,47,535,80.5,23,42,239,3,81,66.1,73.0,54.1,76.0,86.3,58.9,72.5,59.6,66,1,202,23,175,202,0,0,25,203,6,872,535,2.97,4.8,1.15,92
Zack Moss,40341,HB,UTAH,9,179,53,15,39.2,428,0,1091,2,7,53,634,113.6,27,58,328,3,60,65.0,84.9,55.0,,78.2,48.3,88.9,65.5,86,1,50,8,152,250,0,0,10,187,11,1091,634,3.54,6.1,0.33,119
Corey Taylor II,40707,HB,TULSA,11,178,31,14,35.5,300,0,846,0,1,31,510,50.4,21,56,320,2,55,73.1,78.4,83.6,,66.7,56.3,76.9,71.6,48,0,45,4,75,202,0,0,5,182,11,846,510,2.87,4.8,0.6,121
Darrynton Evans,40692,HB,APP STATE,13,178,34,21,65.5,775,0,1184,1,1,34,694,71.4,29,43,108,0,8,90.8,76.9,49.1,,51.5,54.8,79.4,59.3,79,1,89,13,110,235,0,0,19,191,7,1184,694,3.9,6.7,0.81,169
DeAndre Torrey,83728,HB,N TEXAS,13,176,53,18,51.6,501,0,971,0,7,53,667,113.7,24,54,251,3,57,66.4,75.4,84.8,,62.2,73.6,73.3,78.7,92,0,205,24,157,195,0,0,28,200,15,971,667,3.79,5.5,1.31,117
Shai Werts,40384,QB,GA SOUTHRN,13,153,35,17,40.5,392,0,755,0,0,28,381,45.6,38,58,174,8,55,68.5,82.7,71.3,70.3,62.2,54.3,78.6,60.0,47,2,0,0,1,584,212,23,0,153,15,967,499,2.84,5.5,0.0,76
Mike Weber,28011,HB,OHIO STATE,13,172,36,13,32.8,313,0,954,1,1,36,513,57.2,32,53,260,4,47,55.1,71.1,50.7,,56.3,46.5,75.9,78.8,49,1,110,21,188,209,0,0,28,193,5,954,513,2.98,5.5,0.59,125
Eric Dungey,46458,QB,SYRACUSE,13,121,37,9,25.4,230,0,530,0,0,22,245,36.8,29,62,304,8,36,66.0,73.6,67.3,68.0,,51.7,72.7,60.0,49,4,0,0,4,422,374,50,1,121,15,904,463,2.71,5.3,0.0,44
Jamauri Bogan,30634,HB,W MICHIGAN,13,171,13,9,41.0,315,0,769,0,0,13,337,14.7,13,48,347,1,26,90.6,61.9,31.4,,61.5,56.5,62.3,57.9,71,1,28,3,64,194,0,0,3,174,16,769,337,1.97,4.5,0.44,144
Izzy Matthews,45977,HB,COLO STATE,12,165,26,6,20.3,144,0,711,2,9,26,488,53.9,23,55,144,1,31,82.4,73.1,87.5,,43.3,59.2,77.6,57.2,56,1,169,27,238,190,0,0,35,192,4,711,488,2.96,4.3,0.71,121
Malcolm Perry,46513,QB,NAVY,13,158,38,18,50.8,567,0,1064,1,0,35,658,87.3,26,38,237,1,58,90.1,76.0,89.0,58.1,71.0,72.7,73.6,58.4,75,1,167,9,56,450,52,7,18,167,7,1116,692,4.19,6.8,2.98,31
Bryce Love,38396,HB,STANFORD,10,165,43,10,41.3,303,0,734,2,6,43,586,94.1,20,29,300,1,115,82.6,74.6,86.1,,83.3,64.4,73.3,59.3,59,0,99,20,124,178,0,0,24,185,6,734,586,3.55,4.4,0.8,44
Travis Homer,45859,HB,MIAMI FL,13,164,29,13,49.2,484,0,983,1,6,29,664,77.4,24,35,220,4,34,53.0,68.0,86.8,,66.1,66.9,67.0,63.4,70,0,186,19,172,224,0,0,25,183,4,983,664,4.05,6.0,1.08,118
Trey Sermon,57372,HB,OKLAHOMA,14,162,57,14,36.6,347,0,931,0,4,56,546,116.2,27,53,261,2,91,90.4,90.6,86.4,,80.7,64.6,90.4,76.9,60,0,176,12,151,239,16,2,14,174,13,947,561,3.42,5.8,1.17,67
D'Andre Swift,57212,HB,GEORGIA,14,163,37,18,46.5,488,0,1049,2,8,37,634,89.8,32,52,173,2,13,73.0,80.4,85.9,,50.7,80.6,79.5,58.1,83,0,297,32,171,179,0,0,39,195,10,1049,634,3.89,6.4,1.74,137
Cam Akers,57206,HB,FLORIDA ST,12,162,27,10,45.1,319,0,707,3,6,27,575,63.7,16,31,167,5,45,43.6,64.1,26.9,60.0,86.4,52.3,65.0,72.3,85,2,142,22,211,201,0,0,30,184,6,707,575,3.55,4.4,0.67,112
Marcus Childers,40476,QB,N ILLINOIS,14,116,20,8,22.6,188,0,544,0,0,15,265,29.3,31,50,254,9,53,50.9,71.2,83.5,69.0,62.2,49.9,65.4,60.2,33,2,5,1,3,507,289,46,1,117,6,833,394,2.43,5.1,1.67,34
Pooka Williams Jr.,77771,HB,KANSAS,11,161,48,19,55.4,634,1,1145,1,10,48,740,138.1,34,38,198,3,42,56.3,90.1,85.6,78.3,49.9,85.3,89.9,56.1,72,1,288,32,178,190,0,0,39,193,7,1145,740,4.6,7.1,1.62,88
Deon Jackson,57189,HB,DUKE,13,160,28,10,42.0,355,1,845,3,5,28,592,66.0,18,35,154,4,40,56.3,61.0,36.4,48.5,66.2,55.1,63.4,68.8,75,2,249,25,279,253,0,0,34,185,7,845,592,3.7,5.3,0.89,108
Mekhi Sargent,83684,HB,IOWA,13,159,37,8,23.0,171,0,745,1,11,37,521,89.4,23,41,192,2,22,71.7,72.0,48.4,,39.6,62.7,74.1,74.1,32,2,152,17,171,180,0,0,26,176,9,745,521,3.28,4.7,0.89,129
Elijah Holyfield,40065,HB,GEORGIA,14,159,31,19,41.9,426,0,1017,1,0,31,653,77.6,34,50,173,1,27,84.4,90.1,84.5,,88.9,50.2,88.6,56.6,66,0,40,5,65,184,0,0,6,164,7,1017,653,4.11,6.4,0.62,123
Matt Colburn II,34388,HB,WAKE,11,159,11,8,33.1,250,0,756,2,1,11,426,19.0,15,39,339,1,46,81.2,67.5,85.6,,81.7,56.1,66.6,54.7,74,1,96,10,118,204,0,0,14,169,5,756,426,2.68,4.8,0.81,113
Steven Peoples,29184,HB,VA TECH,13,158,32,8,31.3,244,0,780,3,5,32,467,61.1,20,42,337,2,46,72.3,73.8,86.5,,77.3,62.4,74.1,63.2,87,0,182,21,174,248,0,0,28,179,6,780,467,2.96,4.9,1.05,98
D.J. Knox,29903,HB,PURDUE,13,157,34,13,45.6,407,0,887,2,5,32,520,67.3,23,49,273,1,71,81.9,73.7,23.9,60.0,72.8,51.5,79.9,52.3,45,2,168,25,229,198,5,1,28,182,8,892,520,3.29,5.6,0.73,83
Dexter Williams,45913,HB,NOTRE DAME,9,158,20,14,49.4,492,0,995,3,3,20,550,46.0,28,47,258,2,69,71.2,77.4,45.8,,48.7,59.1,79.8,64.0,97,1,133,16,129,206,0,0,21,174,12,995,550,3.48,6.3,1.03,84
Justice Hill,45865,HB,OKLA STATE,10,158,34,13,43.9,408,1,929,0,7,34,423,64.2,27,39,262,0,28,90.3,81.6,48.6,,34.7,62.6,86.2,55.4,93,2,69,13,169,208,0,0,16,171,9,929,423,2.68,5.9,0.41,117
Ke'Shawn Vaughn,45866,HB,VANDERBILT,12,157,44,19,60.1,748,0,1244,0,1,44,829,140.6,32,50,333,0,28,90.4,90.7,86.4,,60.1,76.1,89.8,55.1,78,0,168,12,100,183,0,0,17,169,12,1244,829,5.28,7.9,1.68,128
Devine Ozigbo,45903,HB,NEBRASKA,12,155,35,16,47.8,517,0,1082,2,7,35,700,106.6,29,52,238,0,46,81.5,82.5,86.2,,34.6,59.2,90.1,52.6,66,0,203,23,219,243,0,0,33,178,12,1082,700,4.52,7.0,0.93,107
Moe Neal,39882,HB,SYRACUSE,13,155,19,9,33.3,284,0,853,0,2,19,518,41.8,17,40,304,2,90,80.6,74.3,85.8,,78.1,65.9,73.2,59.2,68,0,128,13,142,207,0,0,19,168,5,853,518,3.34,5.5,0.9,60
Marquis Young,45950,HB,UMASS,11,154,28,12,34.3,266,0,775,3,8,28,451,59.9,23,42,216,3,67,56.7,71.0,87.4,,70.5,51.3,74.5,56.7,43,0,173,22,164,209,0,0,29,176,9,775,451,2.93,5.0,1.05,64
Scottie Phillips,83711,HB,OLE MISS,11,153,20,17,48.9,454,0,928,0,2,20,516,45.5,28,58,226,0,93,90.3,80.4,85.3,,63.9,57.2,83.9,56.5,65,0,105,10,158,199,0,0,10,163,12,928,516,3.37,6.1,0.66,55
Darrin Hall,45989,HB,PITTSBURGH,14,153,34,19,56.2,643,1,1144,1,0,34,630,83.3,26,48,268,1,58,81.2,78.9,44.3,,34.1,60.4,82.9,48.1,75,1,66,15,104,202,0,0,19,168,10,1144,630,4.12,7.5,0.63,91
Marcel Murray,83618,HB,ARK STATE,13,153,49,11,35.7,307,0,860,2,5,49,634,132.4,25,44,113,1,53,81.8,82.3,45.8,,66.7,58.9,84.9,68.1,64,1,141,16,150,204,0,0,20,169,8,860,634,4.14,5.6,0.94,100
James Gilbert,45836,HB,BALL ST,11,153,27,5,16.7,111,0,664,2,4,27,433,52.2,17,37,117,0,33,90.2,68.3,86.1,,67.2,52.6,71.2,51.2,35,0,88,15,181,204,0,0,19,168,7,664,433,2.83,4.3,0.49,114
Bryant Koback,57266,HB,TOLEDO,13,153,39,16,46.2,423,0,915,2,0,39,614,99.7,27,47,316,2,76,69.7,79.5,83.0,,84.6,39.8,80.4,58.3,70,0,23,4,82,161,0,0,7,157,14,915,614,4.01,6.0,0.28,76
Patrick Carr,34491,HB,HOUSTON,13,153,30,12,38.5,336,0,872,0,0,30,523,66.2,28,44,182,0,67,90.3,79.7,85.7,,90.8,47.9,78.0,62.5,39,0,0,2,84,209,0,0,3,155,5,872,523,3.42,5.7,0.0,86
Trace McSorley,32819,QB,PENN STATE,13,108,15,10,26.5,246,0,604,0,0,11,235,22.2,32,48,266,5,63,75.2,79.7,81.7,77.5,,85.5,67.5,60.4,51,2,0,0,2,398,324,43,0,108,12,928,393,2.6,6.1,0.0,22
Darwin Thompson,83791,HB,UTAH ST,13,151,47,14,50.5,527,0,1044,2,13,47,765,173.7,27,51,329,0,53,90.3,86.9,85.0,,70.2,73.8,88.7,61.5,68,0,367,24,192,184,0,0,31,175,14,1044,765,5.07,6.9,1.91,96
Van Edwards Jr.,45947,HB,AKRON,11,150,24,7,28.4,160,0,564,0,2,24,372,39.6,14,26,102,1,17,80.9,68.2,85.6,,78.4,63.2,67.0,54.2,40,0,105,13,153,204,0,0,22,163,3,564,372,2.48,3.8,0.69,129
Jatarvious Whitlow,61156,HB,AUBURN,13,150,25,11,32.8,257,0,784,6,3,25,431,48.8,24,47,115,3,65,60.4,72.4,85.4,73.1,58.5,40.9,76.7,56.3,54,0,173,15,143,171,0,0,22,165,6,784,431,2.87,5.2,1.21,75
