Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Player-additional
Javonte Williams,RB,North Carolina,College Stats,5-9,212,4.55,36.0,22,123,6.97,4.09,Denver Broncos / 2nd / 35th pick / 2021,WillJa10
Marlon Williams,WR,Central Florida,College Stats,5-11,209,4.63,33.5,14,119,,4.57,,WillMa11
Milton Williams,DL,Louisiana Tech,College Stats,6-3,284,4.67,38.5,34,121,6.96,4.33,Philadelphia Eagles / 3rd / 73rd pick / 2021,WillMi08
Pooka Williams,RB,Kansas,College Stats,5-9,170,4.46,31.5,4,118,7.03,4.26,,WillPo01
Rodarius Williams,CB,Oklahoma St.,College Stats,5-11,189,4.50,36.5,14,123,6.98,4.15,New York Giants / 6th / 201st pick / 2021,WillRo07
Seth Williams,WR,Auburn,College Stats,6-3,211,4.49,37.0,12,124,7.20,4.43,Denver Broncos / 6th / 219th pick / 2021,WillSe00
Trill Williams,CB,Syracuse,College Stats,6-2,208,,36.0,20,123,,,,WillTr07
Marco Wilson,CB,Florida,College Stats,5-11,191,4.37,43.5,26,136,6.80,4.13,Arizona Cardinals / 4th / 136th pick / 2021,WilsMa04
Marvin Wilson,DT,Florida St.,College Stats,6-3,303,5.12,25.5,23,107,7.64,4.91,,WilsMa05
Zach Wilson,QB,BYU,College Stats,6-2,214,,,,,,,New York Jets / 1st / 2nd pick / 2021,WilsZa00
Brock Wright,TE,Notre Dame,College Stats,6-4,257,4.62,31.5,26,118,7.27,4.25,,-9999
Nahshon Wright,DB,Oregon St.,College Stats,6-4,183,4.46,31.0,6,126,7.24,4.57,Dallas Cowboys / 3rd / 99th pick / 2021,WrigNa00
Kenny Yeboah,TE,Mississippi,College Stats,6-3,250,,34.0,,116,,,,YeboKe00
Devonte Young,DB,Iowa,College Stats,5-11,195,4.70,32.0,,118,7.41,4.38,,-9999
Landon Young,OT,Kentucky,College Stats,6-6,310,5.00,30.5,34,108,7.70,4.89,New Orleans Saints / 6th / 206th pick / 2021,YounLa00
