player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Brandon Mosley,7131,4,100.0,0,21,56.5,71.0,54.8,0,0,1,100.0,100.0,100.0,1,0,0,13,0,0,2,13,1,1,3,7,12,0
Earl Watford,7898,2,100.0,0,1,59.8,78.3,56.9,0,0,5,100.0,100.0,100.0,0,0,0,9,0,9,0,9,5,5,0,0,4,0
Jah Reid,6237,4,90.0,0,3,57.4,,58.4,0,0,0,0.0,0.0,,0,0,0,9,0,0,0,10,0,1,6,0,9,4
Chris Hubbard,8051,1,100.0,0,25,55.9,,56.3,0,0,0,,,,0,0,0,7,0,7,0,7,0,0,0,0,7,0
Austin Wentworth,8912,3,100.0,0,18,45.3,66.4,48.9,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,0,7,1,1,0,0,6,7
Senio Kelemete,7144,1,100.0,0,20,57.9,77.4,57.8,0,0,4,100.0,100.0,100.0,0,0,0,6,0,6,0,6,4,4,0,0,2,0
T.J. Johnson,8034,2,100.0,0,7,57.7,,57.8,0,0,0,,,,0,0,0,6,0,0,0,6,0,0,6,0,6,0
David Arkin,6262,2,100.0,0,14,60.3,,60.3,0,0,0,,,,0,0,0,3,0,0,1,3,0,0,0,0,3,2
Keavon Milton,8250,1,100.0,0,29,59.3,65.2,59.2,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,3,0,2,0
Andrew Tiller,7169,1,100.0,0,28,60.0,,59.7,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Josh Sitton,4449,18,100.0,0,12,78.0,90.5,70.6,1,17,744,99.9,99.9,98.1,10,23,5,1281,0,1200,80,1281,831,832,0,0,450,1
Trai Turner,8727,19,100.0,0,5,80.4,85.5,75.5,1,19,656,100.0,100.0,98.3,7,21,1,1280,0,0,0,1280,693,693,1280,0,587,0
Ramon Foster,5229,18,100.0,1,25,76.6,80.7,74.4,2,22,715,100.0,100.0,97.3,6,31,7,1217,0,1215,0,1217,781,781,2,0,436,0
David DeCastro,7640,18,100.0,0,25,82.9,84.7,78.5,3,24,715,100.0,100.0,97.7,2,30,3,1217,0,1,0,1217,781,781,1215,1,436,0
Justin Britt,8699,18,100.0,1,29,54.7,50.9,56.6,8,30,676,100.0,100.0,96.7,8,41,3,1205,0,1205,0,1205,707,707,0,0,498,0
T.J. Lang,5032,17,100.0,3,12,89.6,90.1,83.5,0,18,678,100.0,100.0,98.4,5,20,2,1174,0,1,0,1174,759,759,1172,1,415,0
Allen Barbre,3735,16,100.0,2,24,65.0,67.3,63.6,10,30,671,100.0,100.0,96.9,6,41,1,1158,0,1158,0,1158,715,715,0,0,443,0
Chris Chester,3001,16,100.0,0,2,76.4,68.4,75.7,6,25,666,100.0,100.0,96.8,3,37,6,1141,0,0,0,1141,713,713,1141,0,428,0
Brandon Scherff,9438,17,100.0,1,32,76.4,68.8,75.8,8,29,638,100.0,100.0,96.8,3,39,2,1140,0,0,0,1140,680,680,1140,0,460,0
Marshal Yanda,3702,16,99.9,1,3,91.4,90.7,89.3,1,15,700,99.9,99.9,98.7,4,17,1,1133,0,0,0,1134,743,744,1125,3,390,1
J.R. Sweezy,7209,17,100.0,0,29,67.4,63.1,69.1,4,26,641,100.0,100.0,96.9,9,35,5,1131,0,0,0,1131,670,670,1131,0,461,0
Andy Levitre,4974,16,100.0,0,2,73.9,69.1,75.4,4,37,666,100.0,100.0,96.6,10,43,2,1128,0,1128,0,1128,713,713,0,0,415,0
Clint Boling,6253,17,100.0,1,7,73.0,73.0,69.8,2,32,617,100.0,100.0,96.6,3,38,4,1124,0,1123,0,1124,658,658,0,0,466,1
Kevin Zeitler,7032,17,100.0,2,7,78.8,84.4,73.8,3,18,615,100.0,100.0,98.3,5,21,0,1115,0,0,0,1115,656,656,1115,0,459,0
James Carpenter,6177,16,100.0,0,22,75.3,73.2,71.6,7,24,662,100.0,100.0,97.4,2,33,2,1106,0,1106,0,1106,687,687,0,0,419,0
Jack Mewhort,8694,16,100.0,3,14,76.5,81.0,73.2,11,33,688,100.0,100.0,96.8,6,44,0,1101,0,958,0,1101,730,730,1,138,371,4
Michael Harris,7730,17,100.0,0,18,69.8,75.2,65.3,3,25,555,100.0,100.0,96.9,4,31,3,1083,0,0,0,1083,587,587,1082,0,496,1
Brandon Fusco,6324,17,100.0,1,18,66.0,48.7,71.2,9,42,554,100.0,100.0,94.7,5,55,4,1082,0,1082,0,1082,586,586,0,0,496,0
Richie Incognito,2298,16,100.0,1,4,77.4,79.2,72.8,5,13,563,100.0,100.0,98.0,7,20,2,1077,0,1077,0,1077,606,606,0,0,471,0
Matt Slauson,5117,16,100.0,0,6,74.0,84.4,68.7,1,9,574,100.0,100.0,98.8,5,12,2,1077,336,741,0,1077,605,605,0,0,472,0
Zane Beadles,5570,16,100.0,0,15,58.5,63.4,54.4,5,30,683,100.0,100.0,96.6,4,41,6,1059,0,1059,0,1059,725,725,0,0,334,0
Gabe Jackson,8716,16,100.0,1,23,79.7,84.4,72.3,3,19,655,100.0,100.0,98.2,3,23,1,1057,0,1057,0,1057,688,688,0,0,369,0
J'Marcus Webb,5741,16,100.0,1,23,59.1,66.2,53.0,3,33,655,100.0,100.0,96.6,6,40,4,1057,0,0,0,1057,688,688,864,193,369,0
Louis Vasquez,5001,18,100.0,0,10,67.1,82.8,55.4,2,18,621,100.0,100.0,98.2,4,21,1,1051,0,0,0,1051,654,654,1051,0,397,0
Brandon Brooks,7078,15,100.0,0,13,77.8,82.4,71.0,5,19,584,100.0,100.0,97.6,6,26,2,1049,0,72,0,1049,620,620,977,0,429,0
Dallas Thomas,7858,16,100.0,1,17,45.5,54.2,44.3,10,36,637,100.0,100.0,94.8,8,56,10,1037,0,1020,17,1037,675,675,0,0,362,0
Byron Bell,6848,16,100.0,1,31,61.0,68.6,51.9,3,35,617,100.0,100.0,95.9,5,44,6,1024,0,458,103,1024,665,665,0,459,359,4
Zack Martin,8651,16,100.0,3,9,86.0,91.8,77.2,2,10,578,100.0,100.0,98.8,10,13,1,1023,0,0,0,1023,622,622,1023,0,401,0
Logan Mankins,2249,15,100.0,0,30,77.2,79.1,75.5,6,15,569,100.0,100.0,98.2,8,21,0,1022,0,1022,0,1022,620,620,0,0,402,0
Josh Kline,8230,16,100.0,0,19,65.8,63.5,66.4,10,27,631,100.0,100.0,96.8,6,39,2,1001,0,505,0,1001,675,675,496,0,326,0
Andrew Norwell,9126,16,100.0,0,5,81.0,73.7,77.8,3,25,504,100.0,100.0,96.8,0,30,2,1001,0,1001,0,1001,534,534,0,0,467,0
Evan Mathis,2296,18,100.0,0,10,90.1,68.3,91.0,3,16,557,100.0,100.0,97.8,2,22,3,991,0,991,0,991,590,590,0,0,401,0
Laken Tomlinson,9461,15,100.0,2,11,69.2,74.5,62.5,6,20,635,100.0,100.0,97.3,6,30,4,986,0,984,0,986,663,663,0,0,323,2
Matt Tobin,8211,16,100.0,2,24,65.0,46.1,71.4,11,31,561,100.0,100.0,94.8,2,50,8,986,0,0,125,986,597,597,860,1,389,0
Kelechi Osemele,7062,14,100.0,4,3,81.2,72.9,87.8,3,17,607,100.0,100.0,98.2,9,21,1,978,0,686,284,978,644,644,6,0,334,1
Justin Pugh,7800,14,100.0,1,21,78.8,81.2,75.8,1,22,554,100.0,100.0,97.6,4,25,2,965,0,729,151,965,594,594,0,85,371,0
Tim Lelito,8189,14,100.0,0,20,75.3,57.4,81.0,6,21,560,100.0,100.0,97.4,2,28,1,952,0,816,0,952,607,607,134,0,345,0
Mike Iupati,5542,15,100.0,0,1,80.1,67.6,80.2,7,15,546,100.0,100.0,97.4,2,25,3,941,0,941,0,941,587,587,0,0,354,0
Spencer Long,8713,14,100.0,1,32,74.5,65.1,73.2,5,27,516,100.0,100.0,96.7,1,33,1,903,1,902,0,903,546,546,0,0,357,0
John Greco,4379,14,100.0,0,8,74.2,74.0,72.6,6,26,567,100.0,100.0,97.0,3,33,1,892,0,0,0,892,606,606,892,0,286,0
Shaq Mason,9564,16,100.0,1,19,64.5,45.1,72.6,9,20,528,100.0,100.0,96.9,2,31,2,870,0,719,0,870,565,565,118,0,305,6
D.J. Fluker,7792,12,100.0,1,27,71.4,64.6,75.0,2,29,527,100.0,100.0,96.9,13,32,1,868,0,0,0,868,571,571,868,0,297,0
A.J. Cann,9500,13,100.0,3,15,69.5,73.6,64.5,1,24,567,100.0,100.0,97.4,6,27,2,862,0,0,0,862,598,598,862,0,264,0
Chance Warmack,7791,14,100.0,1,31,74.8,69.2,73.6,4,17,501,100.0,100.0,97.1,6,25,4,829,0,0,0,829,538,538,829,0,291,0
Laurent Duvernay-Tardif,8834,14,100.0,2,16,67.1,63.2,66.8,0,19,454,100.0,100.0,97.0,6,23,4,826,0,0,0,826,485,485,825,0,341,0
Ali Marpet,9494,13,100.0,0,30,75.8,64.8,79.6,3,17,444,100.0,100.0,97.3,7,22,2,822,0,0,0,822,487,487,822,0,335,0
Larry Warford,7846,13,100.0,1,11,71.7,73.4,66.8,5,17,522,100.0,100.0,97.5,3,24,2,812,0,0,0,812,545,545,812,0,267,0
Jahri Evans,3053,11,100.0,2,20,69.8,80.8,63.9,1,8,482,100.0,100.0,98.4,5,12,3,805,0,0,0,805,518,518,804,0,287,0
Ted Larsen,5728,12,100.0,0,1,53.3,48.1,56.7,9,29,443,100.0,100.0,94.8,4,42,4,803,0,193,0,803,478,478,610,0,325,0
Hugh Thornton,7867,13,100.0,1,14,68.5,61.3,70.5,6,20,499,100.0,100.0,96.6,6,30,4,801,0,1,0,801,532,532,800,0,269,0
Kenny Wiggins,6471,14,100.0,0,27,59.4,52.4,63.5,7,33,499,100.0,100.0,95.4,5,43,3,794,0,420,0,794,541,541,212,157,253,5
Billy Turner,8702,12,100.0,1,17,55.1,69.4,48.8,6,11,452,100.0,100.0,96.3,4,25,8,771,0,0,0,771,476,476,771,0,295,0
Brian Winters,7853,13,100.0,1,22,68.7,71.4,66.5,5,17,458,100.0,100.0,97.4,7,23,1,768,0,3,0,768,475,475,765,0,293,0
Alex Boone,5372,13,100.0,1,28,63.7,78.5,53.3,5,9,463,100.0,100.0,97.8,4,17,3,763,0,763,0,763,478,478,0,0,285,0
Vladimir Ducasse,5586,11,100.0,1,6,67.3,53.0,73.6,3,23,396,100.0,100.0,96.2,9,28,2,744,0,198,0,744,418,418,546,0,326,0
Garrett Reynolds,5080,13,100.0,1,26,76.6,73.4,73.9,5,14,363,100.0,100.0,97.1,3,20,1,735,0,490,0,735,388,388,51,193,347,1
La'el Collins,9719,12,100.0,1,9,68.4,67.5,69.7,3,19,388,100.0,100.0,97.2,6,22,0,713,0,713,0,713,419,419,0,0,294,0
Xavier Su'a-Filo,8668,12,100.0,0,13,63.6,49.8,65.9,7,16,361,100.0,100.0,95.4,1,28,5,697,1,696,0,697,384,384,0,0,313,0
Patrick Omameh,8277,11,100.0,0,6,70.2,58.8,71.4,2,15,361,100.0,100.0,97.1,3,19,2,669,0,138,0,669,375,375,531,0,294,0
Geoff Schwartz,4555,11,100.0,1,21,74.6,68.6,72.3,1,13,390,100.0,100.0,96.9,2,19,5,668,0,16,0,668,419,419,648,0,249,4
John Miller,9514,12,100.0,2,4,48.0,35.9,53.9,5,26,334,100.0,100.0,94.8,5,33,2,650,0,0,0,650,358,358,650,0,292,0
John Jerry,5598,15,100.0,1,21,66.7,76.6,57.6,2,12,383,100.0,100.0,98.2,3,14,0,646,0,238,0,646,413,413,408,0,233,0
Jonathan Cooper,7788,11,100.0,1,1,63.6,63.3,61.3,2,19,328,100.0,100.0,96.5,4,22,1,637,0,19,0,637,365,365,618,0,272,0
Orlando Franklin,6198,10,100.0,1,27,51.2,48.3,51.1,6,30,365,100.0,100.0,94.5,5,38,2,622,0,622,0,622,388,388,0,0,234,0
Andrew Tiller,7169,12,100.0,0,28,74.9,75.2,74.6,3,12,391,100.0,100.0,97.3,5,18,3,621,0,225,0,621,414,414,396,0,207,0
Joel Bitonio,8670,10,100.0,0,8,69.4,65.3,72.1,5,19,382,100.0,100.0,96.3,6,26,2,617,0,617,0,617,415,415,0,0,202,0
Tre Jackson,9544,13,100.0,0,19,65.2,69.9,58.1,5,18,371,100.0,100.0,96.6,3,24,1,614,0,0,0,614,394,394,614,0,220,0
Jeff Allen,7642,12,100.0,0,16,79.6,77.4,77.7,0,14,303,100.0,100.0,97.7,3,14,0,583,0,517,0,583,323,323,0,63,260,2
Max Garcia,9566,16,100.0,1,10,65.9,52.7,71.2,3,17,339,100.0,100.0,96.5,7,22,2,579,0,313,0,579,355,355,253,0,224,12
Zach Fulton,8828,12,100.0,1,16,69.4,66.9,68.9,3,16,332,100.0,100.0,96.5,2,21,2,553,226,128,0,553,351,351,195,0,202,3
Jamon Brown,9505,9,100.0,0,26,58.5,67.6,58.6,6,10,269,99.6,99.7,95.9,4,19,3,531,0,277,0,531,290,291,254,0,241,0
Jamil Douglas,9547,9,100.0,0,17,40.6,34.3,48.5,7,25,353,100.0,100.0,94.9,3,34,2,521,237,17,0,521,374,374,267,0,147,0
Manuel Ramirez,3733,9,100.0,0,11,75.8,87.1,69.5,1,6,333,100.0,100.0,98.6,2,8,1,488,130,93,0,488,351,351,265,0,137,0
Ben Grubbs,3645,7,100.0,3,16,67.5,59.8,69.7,2,13,290,100.0,100.0,95.7,3,20,5,459,0,459,0,459,306,306,0,0,153,0
Kraig Urbik,5002,10,100.0,1,4,63.0,63.9,60.9,2,11,232,100.0,100.0,97.2,3,13,0,431,0,0,1,431,251,251,427,0,180,3
Cody Wichmann,9648,8,100.0,0,26,65.1,72.6,61.6,4,7,227,100.0,100.0,97.6,0,11,0,430,0,50,0,430,239,239,380,0,191,0
Senio Kelemete,7144,13,100.0,0,20,66.7,56.0,70.6,3,10,245,100.0,100.0,96.1,2,16,3,424,1,100,68,424,261,261,221,0,163,32
Ryan Jensen,7985,8,100.0,0,3,62.1,57.8,70.0,6,9,274,100.0,100.0,96.2,5,18,3,423,0,420,0,423,286,286,1,0,137,1
Cameron Erving,9452,13,99.3,0,8,40.2,42.9,39.5,3,24,287,99.0,99.0,93.6,5,32,5,422,0,193,0,425,304,307,214,0,118,18
Oday Aboushi,7923,6,100.0,0,13,53.6,71.3,47.8,2,7,236,100.0,100.0,97.2,3,11,2,399,0,324,0,399,247,247,75,0,152,0
Jordan Devey,8268,9,100.0,1,28,56.9,45.3,59.0,2,18,227,100.0,100.0,94.3,2,23,3,385,0,0,0,385,230,230,385,0,155,0
Quinton Spain,10110,7,100.0,2,31,61.9,78.9,48.9,2,13,248,100.0,100.0,96.2,2,17,2,383,0,382,0,383,263,263,0,1,120,0
Willie Colon,3076,6,100.0,1,22,60.9,65.7,56.0,1,9,204,100.0,100.0,97.5,1,10,0,341,0,0,0,341,212,212,341,0,129,0
Austin Pasztor,7689,6,100.0,0,8,54.1,61.2,51.8,2,13,173,100.0,100.0,95.1,2,16,1,296,0,296,0,296,188,188,0,0,108,0
Amini Silatolu,7044,4,100.0,0,5,70.0,70.0,66.3,1,4,124,100.0,100.0,97.2,0,6,1,238,0,237,0,238,131,131,0,0,107,1
Lance Louis,5170,6,100.0,0,14,51.2,64.2,46.2,4,5,150,100.0,100.0,97.0,1,9,0,238,0,141,0,238,159,159,87,0,79,10
Rodger Saffold,5558,5,100.0,0,26,49.8,37.3,64.2,3,8,132,99.2,99.3,95.1,2,12,1,233,0,0,0,233,140,141,233,0,93,0
Ron Leary,7338,4,100.0,1,9,72.6,73.3,71.6,0,4,126,100.0,100.0,96.8,2,6,2,219,0,219,0,219,137,137,0,0,82,0
Brandon Linder,8728,3,100.0,2,15,69.2,70.8,68.2,0,5,116,100.0,100.0,97.8,3,5,0,197,0,0,0,197,127,127,197,0,70,0
Earl Watford,7898,6,100.0,0,1,62.3,43.3,74.9,5,9,97,100.0,100.0,91.8,1,15,1,197,0,75,0,197,108,108,0,122,89,0
Jon Feliciano,9561,3,100.0,3,23,60.1,69.7,67.5,0,4,122,100.0,100.0,97.5,4,5,1,192,0,0,0,192,131,131,192,0,61,0
Andrew Gardner,5105,3,100.0,0,24,83.1,68.2,85.7,4,3,111,100.0,100.0,96.8,1,7,0,174,0,0,0,174,119,119,174,0,55,0
Lane Taylor,8365,3,100.0,1,12,78.9,60.9,83.1,0,7,95,100.0,100.0,95.3,1,8,1,153,0,85,0,153,102,102,68,0,51,0
Shawn Lauvao,5616,3,100.0,0,32,60.8,20.0,72.1,0,5,64,100.0,100.0,94.5,2,6,1,151,0,151,0,151,71,71,0,0,80,0
Todd Herremans,2343,2,100.0,0,14,44.5,64.3,31.7,2,5,94,100.0,100.0,96.3,1,7,0,138,0,0,0,138,102,102,138,0,36,0
Jeff Adams,7680,2,100.0,1,13,57.8,70.3,52.2,0,3,82,100.0,100.0,97.0,1,4,1,116,0,75,0,116,85,85,0,41,31,0
Chris Scott,5674,11,100.0,0,5,59.1,63.6,56.8,0,2,39,100.0,100.0,97.4,0,2,0,108,0,65,4,108,39,39,22,1,69,16
Mackenzy Bernadeau,4564,4,100.0,0,9,45.7,70.2,45.8,0,1,64,100.0,100.0,99.2,3,1,0,91,0,91,0,91,66,66,0,0,25,0
Josh Walker,9046,9,98.7,0,12,43.8,23.8,53.5,0,4,34,97.1,97.5,88.2,0,6,2,75,0,0,1,76,39,40,39,19,36,17
Mark Glowinski,9567,2,100.0,0,29,50.2,69.6,51.3,1,0,34,100.0,100.0,98.5,1,1,0,74,0,0,0,74,36,36,74,0,38,0
Ryan Groy,9221,2,100.0,0,4,63.2,76.0,59.0,0,0,5,100.0,100.0,100.0,0,0,0,23,0,0,1,23,6,6,0,0,17,22
Mike McGlynn,4423,4,100.0,0,20,62.2,73.2,57.7,0,1,12,100.0,100.0,95.8,0,1,0,17,0,14,0,17,12,12,0,0,5,0
Adam Gettis,7138,1,100.0,0,21,69.7,79.0,65.6,0,0,4,100.0,100.0,100.0,0,0,0,10,0,10,0,10,5,5,0,0,5,0
Jacques McClendon,5652,1,100.0,0,17,59.5,67.2,58.4,0,0,1,100.0,100.0,100.0,0,0,0,4,4,0,0,4,1,1,0,0,3,0
Dakota Dozier,8772,2,100.0,0,22,60.0,78.1,,0,0,4,100.0,100.0,100.0,0,0,0,4,4,0,0,4,4,4,0,0,0,0
Taylor Boggs,6727,2,100.0,0,11,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Tyler Shatley,9257,1,100.0,0,15,60.0,,59.2,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Arie Kouandjio,9545,1,100.0,0,32,60.0,71.1,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
Joe Thuney,10712,19,99.9,1,19,65.6,70.1,63.9,10,34,747,99.9,99.9,96.4,10,49,5,1353,0,1352,0,1354,804,805,0,0,549,2
David DeCastro,7640,19,100.0,2,25,84.7,84.4,83.3,5,17,716,100.0,100.0,98.0,15,25,3,1274,0,0,0,1274,768,768,1273,0,506,0
Shaq Mason,9564,19,100.0,1,19,84.6,75.5,82.2,2,21,702,100.0,100.0,97.5,4,29,6,1258,0,0,0,1258,753,753,1258,0,505,0
Lane Taylor,8365,19,100.0,2,12,66.5,76.7,59.5,2,35,803,100.0,100.0,97.6,7,38,1,1239,0,1239,0,1239,853,853,0,0,386,0
Chris Chester,3001,19,100.0,0,2,71.0,63.4,71.7,13,28,700,100.0,100.0,96.1,4,48,7,1233,0,0,0,1233,741,741,1232,0,492,0
Andy Levitre,4974,19,100.0,1,2,84.6,84.6,81.6,3,12,688,100.0,100.0,97.9,7,22,7,1212,0,1211,0,1212,729,729,0,0,483,0
Gabe Jackson,8716,17,100.0,2,23,74.7,79.4,69.3,5,21,676,100.0,100.0,98.1,6,26,0,1188,0,0,0,1188,735,735,1187,0,453,0
Mark Glowinski,9567,18,100.0,2,29,64.6,59.4,66.3,10,29,721,100.0,100.0,96.6,7,44,5,1186,0,1185,0,1186,764,764,0,0,422,0
Xavier Su'a-Filo,8668,18,100.0,0,13,67.6,65.7,66.1,8,26,658,100.0,100.0,96.4,2,41,7,1168,0,1166,0,1168,702,702,0,0,466,0
Jahri Evans,3053,16,100.0,1,20,69.0,78.2,60.7,3,21,688,100.0,100.0,98.0,6,26,2,1138,0,0,0,1138,730,730,1138,0,408,0
Ali Marpet,9494,16,100.0,2,30,82.7,78.5,82.9,3,21,643,100.0,100.0,97.8,9,26,2,1135,0,0,0,1135,701,701,1135,0,434,0
Zack Martin,8651,17,100.0,0,9,89.4,84.1,84.7,1,14,580,100.0,100.0,98.4,2,17,2,1126,0,0,0,1126,616,616,1126,0,510,0
John Jerry,5598,17,100.0,0,21,72.6,76.1,66.8,5,19,670,100.0,100.0,97.9,4,26,2,1123,0,0,0,1123,705,705,1123,0,418,0
A.J. Cann,9500,16,100.0,1,15,72.6,75.3,67.5,5,22,699,100.0,100.0,97.5,5,31,4,1113,0,0,0,1113,746,746,1113,0,367,0
Kelechi Osemele,7062,16,100.0,0,23,84.2,83.2,80.4,2,9,630,100.0,100.0,99.1,7,11,0,1110,0,1085,25,1110,687,687,0,0,423,0
Andrew Norwell,9126,16,100.0,0,5,77.3,77.7,72.5,3,23,608,100.0,100.0,97.4,5,29,3,1108,0,1104,0,1108,656,656,0,4,452,0
Ramon Foster,5229,17,100.0,0,25,83.6,90.3,73.5,3,24,624,100.0,100.0,97.8,2,27,0,1099,0,1098,0,1099,672,672,0,0,427,0
Trai Turner,8727,16,100.0,3,5,67.0,64.5,70.8,4,34,603,100.0,100.0,96.5,11,40,2,1098,0,0,2,1098,650,650,860,236,448,0
Kevin Zeitler,7032,16,100.0,0,7,83.3,86.0,78.2,3,15,625,100.0,100.0,98.4,5,19,1,1087,0,1,0,1087,660,660,1086,0,427,0
Max Garcia,9566,16,100.0,2,10,72.2,70.4,69.3,5,22,628,100.0,100.0,97.2,5,31,4,1074,0,1072,0,1074,673,673,0,0,401,0
Richie Incognito,2298,16,100.0,0,4,76.5,83.1,71.8,7,13,572,100.0,100.0,97.7,7,23,3,1060,0,1059,0,1060,613,613,0,0,447,0
John Miller,9514,16,100.0,0,4,69.6,66.5,66.9,2,27,558,100.0,100.0,96.7,4,33,4,1047,0,0,0,1047,600,600,1046,0,447,0
Brandon Scherff,9438,16,100.0,0,32,77.2,75.2,76.4,7,25,625,100.0,100.0,97.3,8,33,1,1045,0,0,0,1045,665,665,1045,0,380,0
Michael Schofield III,8730,16,100.0,2,10,72.0,73.1,66.9,6,20,611,100.0,100.0,97.5,7,28,2,1041,0,0,13,1041,654,654,927,100,387,0
Zane Beadles,5570,16,100.0,1,28,55.3,55.9,56.2,3,38,591,100.0,100.0,95.9,5,45,4,1035,149,787,99,1035,619,619,0,0,416,0
Mike Iupati,5542,15,100.0,3,1,69.8,66.2,68.6,9,20,642,100.0,100.0,97.3,6,32,3,1035,0,1034,0,1035,691,691,0,0,344,0
Larry Warford,7846,16,100.0,0,11,80.3,74.6,80.7,2,23,658,100.0,100.0,97.6,3,28,3,1024,0,0,0,1024,704,704,1024,0,320,0
Jermon Bushrod,3741,17,100.0,2,17,55.7,70.6,48.9,4,25,562,100.0,100.0,96.5,7,34,5,1011,0,0,0,1011,592,592,1005,6,419,0
James Carpenter,6177,16,100.0,0,22,76.2,83.7,68.1,4,18,586,100.0,100.0,97.8,3,24,2,994,0,994,0,994,618,618,0,0,376,0
D.J. Fluker,7792,16,100.0,1,27,66.0,68.5,63.2,5,22,575,100.0,100.0,96.8,6,32,5,993,0,0,0,993,612,612,941,51,381,0
Brandon Brooks,7078,14,100.0,0,24,82.4,87.7,75.5,2,14,565,100.0,100.0,98.4,3,17,1,989,0,0,0,989,600,600,989,0,389,0
Jeff Allen,7642,16,100.0,1,13,56.3,71.9,48.1,3,21,530,100.0,100.0,96.8,5,29,5,968,0,0,0,968,566,566,968,0,402,0
T.J. Lang,5032,16,100.0,1,12,81.1,91.9,70.0,0,11,619,100.0,100.0,99.1,5,11,0,964,0,0,0,964,659,659,964,0,305,0
Kevin Pamphile,8784,14,100.0,0,30,56.1,68.3,49.1,7,28,543,100.0,100.0,96.4,3,37,2,957,0,896,0,957,590,590,0,61,367,0
Joe Haeg,10789,14,100.0,0,14,67.9,59.7,72.9,12,32,569,100.0,100.0,94.6,4,53,9,952,0,123,0,952,615,615,332,495,337,1
Laurent Duvernay-Tardif,8834,15,100.0,2,16,72.0,79.0,60.9,2,15,561,100.0,100.0,98.3,5,18,1,946,0,0,0,946,591,591,946,0,355,0
Clint Boling,6253,14,100.0,0,7,66.2,78.8,57.2,2,17,548,100.0,100.0,97.7,2,22,3,942,0,937,0,942,581,581,0,4,361,0
Germain Ifedi,10665,15,100.0,1,29,52.0,38.4,66.7,5,31,563,100.0,100.0,95.9,9,41,5,926,0,0,0,926,596,596,925,0,330,0
Josh Kline,8230,14,99.7,1,31,70.4,75.8,65.6,1,18,470,99.6,99.4,97.3,4,22,3,926,0,1,0,929,513,516,924,0,413,0
Orlando Franklin,6198,16,100.0,0,27,61.5,58.6,60.8,8,30,527,100.0,100.0,96.0,3,40,2,919,0,919,0,919,560,560,0,0,359,0
Rodger Saffold,5558,15,100.0,1,26,72.6,75.2,69.6,3,21,535,100.0,100.0,97.4,4,26,2,916,0,780,81,916,570,570,0,55,346,0
Shawn Lauvao,5616,14,100.0,0,32,59.8,60.7,59.5,4,32,566,100.0,100.0,96.3,5,39,3,913,0,913,0,913,599,599,0,0,314,0
Marshal Yanda,3702,13,100.0,0,3,87.7,92.7,79.5,0,6,572,100.0,100.0,99.5,4,6,0,899,0,460,1,899,612,612,405,32,287,0
Alex Boone,5372,14,100.0,0,18,67.1,73.5,61.9,4,11,528,100.0,100.0,98.4,5,16,1,873,0,873,0,873,556,556,0,0,317,0
Ron Leary,7338,14,100.0,0,9,78.3,73.8,76.5,4,21,449,100.0,100.0,97.2,4,25,0,871,0,871,0,871,473,473,0,0,398,0
Laremy Tunsil,10647,15,100.0,0,17,65.8,76.1,58.4,4,19,474,100.0,100.0,97.4,5,24,1,867,0,786,81,867,500,500,0,0,367,0
Zach Fulton,8828,16,99.9,0,16,71.2,79.6,61.3,1,17,502,99.8,99.8,97.4,3,22,4,856,3,846,0,857,533,534,2,0,323,5
Brandon Fusco,6324,14,100.0,0,18,63.5,62.3,62.4,6,24,498,100.0,100.0,96.2,2,34,4,834,0,0,0,834,523,523,834,0,311,0
Quinton Spain,10110,14,99.8,0,31,84.2,77.6,80.8,3,16,424,99.8,99.6,97.3,7,21,2,819,0,812,4,821,463,465,1,0,356,0
Brian Winters,7853,13,100.0,1,22,70.5,76.1,66.9,3,16,469,100.0,100.0,97.5,6,21,2,806,0,0,0,806,498,498,806,0,308,0
Earl Watford,7898,13,100.0,1,1,49.6,38.2,56.2,4,34,455,100.0,100.0,94.1,5,46,8,788,0,0,0,788,498,498,598,189,290,0
Justin Pugh,7800,12,100.0,1,21,78.3,76.0,75.4,4,14,459,100.0,100.0,97.6,3,20,2,750,0,750,0,750,478,478,0,0,272,0
John Greco,4379,12,100.0,2,8,82.6,78.7,82.3,5,15,483,100.0,100.0,97.1,5,24,4,746,234,0,0,746,514,514,512,0,232,0
Josh Sitton,4449,13,100.0,0,6,82.1,91.2,72.6,0,6,440,100.0,100.0,99.3,6,6,0,734,0,732,0,734,468,468,2,0,266,0
